requested_amount,purpose,credit_score,credit_utilization,payment_history_percent,derogatory_marks,hard_inquiries,total_accounts,oldest_account_years,annual_income,employment_length_months,debt_to_income,monthly_debt_payments,target
1262.0,furniture/equipment,745,0.1755,0.9868,1,0,4,6.5,25999.89,115,0.2266,491.02,good
4611.0,furniture/equipment,788,0.0883,0.906,0,0,3,7.7,39994.65,9,0.295,983.21,bad
1901.0,radio/tv,767,0.1138,0.9071,1,0,3,9.1,73516.73,36,0.1671,1023.49,good
3368.0,used car,847,0.1333,0.997,0,0,4,9.4,45780.86,124,0.1487,567.16,good
1574.0,furniture/equipment,778,0.0483,0.9348,0,0,2,5.8,60346.85,18,0.1814,912.34,good
1445.0,radio/tv,755,0.1671,0.9566,0,1,5,6.4,25041.58,69,0.1985,414.28,good
1520.0,furniture/equipment,830,0.0816,0.9489,0,0,3,8.9,54345.18,135,0.1159,524.95,good
3878.0,new car,567,0.4649,0.6911,4,2,4,2.5,35890.38,1,0.3809,1139.09,good
10722.0,new car,380,0.6942,0.4907,4,3,4,1.9,17906.78,0,0.5849,872.83,good
4788.0,used car,555,0.4434,0.7283,1,1,3,3.7,33043.42,51,0.5073,1396.81,good
7582.0,other,638,0.3196,0.796,0,3,3,7.7,56194.13,0,0.2768,1296.43,good
1092.0,radio/tv,728,0.1481,0.9066,0,1,5,8.7,55102.27,20,0.1543,708.41,good
1024.0,radio/tv,538,0.4996,0.6701,2,1,2,5.3,32629.06,7,0.3783,1028.55,bad
1076.0,business,815,0.1301,0.9876,0,0,2,7.3,30040.98,21,0.1445,361.72,good
9398.0,used car,570,0.5569,0.776,1,1,2,6.7,67650.84,0,0.3047,1717.75,bad
6419.0,used car,693,0.3317,0.7968,0,1,5,7.1,63788.08,131,0.2575,1368.89,good
4796.0,used car,767,0.2045,0.9135,0,1,4,7.4,54732.77,138,0.2424,1105.6,good
7629.0,business,624,0.3832,0.7106,0,2,5,4.4,50526.78,117,0.3827,1611.18,good
9960.0,furniture/equipment,478,0.6907,0.5803,6,1,2,2.6,31859.39,3,0.4697,1246.99,bad
4675.0,used car,801,0.1031,0.9648,0,0,2,8.4,35090.06,0,0.1564,457.47,good
1287.0,new car,805,0.1285,0.928,0,0,5,5.0,25504.43,139,0.1134,240.96,good
2515.0,furniture/equipment,799,0.1436,0.9074,0,0,5,9.2,40983.86,38,0.1291,440.78,good
2745.0,furniture/equipment,826,0.1952,0.9807,1,0,8,2.7,32549.02,58,0.1502,407.44,good
672.0,new car,794,0.1084,0.9737,0,1,4,8.9,29305.8,0,0.1196,291.98,good
3804.0,radio/tv,454,0.6027,0.6182,5,0,3,0.5,39571.25,10,0.4776,1574.89,bad
1344.0,new car,770,0.2311,0.9266,1,1,5,4.2,25059.5,56,0.2144,447.69,bad
1038.0,new car,691,0.2786,0.7695,1,1,6,5.3,42536.75,69,0.2603,922.7,good
10127.0,new car,625,0.4618,0.7416,0,3,2,3.2,36704.89,11,0.3503,1071.63,bad
1543.0,furniture/equipment,819,0.1664,0.9652,0,0,2,4.4,37461.71,43,0.0807,251.92,good
4811.0,used car,789,0.206,0.8647,1,0,2,7.8,20807.14,58,0.1938,335.98,good
727.0,radio/tv,583,0.3935,0.7694,1,0,4,5.2,23175.57,0,0.4049,782.0,bad
1237.0,furniture/equipment,656,0.2982,0.8342,1,1,4,8.2,33966.09,50,0.2573,728.18,bad
276.0,new car,494,0.4894,0.6778,4,2,2,6.2,15165.1,26,0.4496,568.12,good
5381.0,other,668,0.2883,0.7512,2,0,5,9.0,18563.3,0,0.3271,505.98,good
5511.0,furniture/equipment,667,0.3257,0.8099,2,1,3,1.3,38284.09,26,0.232,740.02,good
3749.0,furniture/equipment,632,0.416,0.8471,0,0,2,9.3,29836.23,0,0.2874,714.58,good
685.0,new car,564,0.3869,0.7508,3,0,2,6.4,20359.99,53,0.2772,470.24,bad
1494.0,new car,826,0.0938,0.9825,0,0,6,6.3,23193.26,32,0.1461,282.38,good
2746.0,furniture/equipment,350,0.7649,0.5354,5,2,2,6.6,29683.98,117,0.5496,1359.62,bad
708.0,furniture/equipment,756,0.1623,0.8661,2,1,2,5.8,22615.24,30,0.1685,317.59,good
4351.0,furniture/equipment,729,0.099,0.9367,1,0,5,9.4,25966.31,23,0.1612,348.72,good
701.0,education,754,0.1701,0.9464,0,0,4,6.2,43454.87,24,0.202,731.53,good
3643.0,furniture/equipment,633,0.3485,0.7511,3,0,6,7.5,19119.94,119,0.328,522.57,good
4249.0,new car,423,0.6332,0.6407,4,2,7,4.8,62382.3,0,0.4632,2407.73,bad
1938.0,radio/tv,454,0.652,0.5965,0,2,3,3.6,33147.26,0,0.5063,1398.48,bad
2910.0,used car,774,0.2285,0.9006,2,0,4,2.5,66313.39,64,0.1488,822.38,good
2659.0,furniture/equipment,697,0.1688,0.8414,1,1,2,2.6,23487.44,28,0.2523,493.82,good
1028.0,new car,744,0.2355,0.8417,1,1,5,8.4,43844.12,28,0.2159,788.8,good
3398.0,new car,808,0.1622,0.8912,1,0,4,6.8,23328.59,56,0.1193,232.01,good
5801.0,furniture/equipment,850,0.0186,0.9041,0,0,3,9.1,52328.71,126,0.1649,718.88,good
1525.0,new car,801,0.1856,0.9199,1,0,3,5.2,34901.65,66,0.1564,454.75,good
4473.0,radio/tv,627,0.3224,0.7394,0,1,2,3.2,44782.92,119,0.3116,1162.99,good
1068.0,radio/tv,679,0.3882,0.7663,0,1,3,9.4,38810.15,128,0.2806,907.51,good
6615.0,used car,796,0.1104,0.9332,1,0,6,6.6,91913.95,0,0.236,1807.98,good
1864.0,education,759,0.2525,0.9478,0,1,5,1.3,39375.51,18,0.2246,736.83,bad
7408.0,new car,325,0.8185,0.4857,5,3,3,2.1,49808.32,0,0.5839,2423.68,bad
11590.0,used car,614,0.3834,0.7871,0,1,4,6.8,22566.25,28,0.3685,692.91,bad
4110.0,furniture/equipment,308,0.7934,0.4795,8,2,6,4.9,27653.68,99,0.6488,1495.04,bad
3384.0,furniture/equipment,737,0.1873,0.8962,0,1,2,7.5,97823.25,32,0.1249,1017.93,bad
2101.0,radio/tv,710,0.2235,0.8905,0,0,4,9.2,17165.73,0,0.191,273.22,good
1275.0,domestic appliance,524,0.4748,0.7134,1,1,3,4.6,37942.86,20,0.3539,1119.06,bad
4169.0,furniture/equipment,536,0.5825,0.6469,0,3,3,5.8,35861.53,16,0.3929,1174.15,good
1521.0,furniture/equipment,513,0.4286,0.7163,1,3,4,1.4,20776.37,12,0.4375,757.51,good
5743.0,education,508,0.5689,0.663,1,0,6,6.9,41070.1,0,0.443,1516.1,good
3599.0,furniture/equipment,627,0.3517,0.7732,1,2,3,7.3,18895.79,61,0.3794,597.5,good
3213.0,radio/tv,720,0.3363,0.8192,0,0,2,6.7,41542.64,0,0.1988,688.16,good
4439.0,business,680,0.3545,0.8735,1,1,3,2.9,57758.5,121,0.3304,1590.45,good
3949.0,new car,760,0.1624,0.8878,1,0,5,1.7,23909.31,9,0.2792,556.21,good
1459.0,radio/tv,835,0.178,0.9235,0,0,4,2.8,27669.0,19,0.1759,405.53,good
882.0,radio/tv,723,0.1265,0.9131,1,1,7,8.7,36300.8,0,0.131,396.37,good
3758.0,radio/tv,624,0.4234,0.7355,0,1,2,6.4,12000.0,0,0.3682,368.16,good
1743.0,business,836,0.145,1.0,0,1,6,3.8,25242.8,31,0.1065,223.93,good
1136.0,education,735,0.2776,0.8831,0,0,7,5.2,35436.87,117,0.2812,830.45,bad
1236.0,domestic appliance,754,0.215,0.9074,0,0,5,8.4,44534.63,4,0.167,619.66,good
959.0,furniture/equipment,811,0.1573,0.8817,0,0,3,3.2,43901.4,31,0.1443,528.1,bad
3229.0,used car,823,0.0584,0.9483,0,0,3,9.0,48817.33,0,0.1696,689.93,good
6199.0,radio/tv,418,0.7366,0.5748,2,1,5,0.5,27725.42,12,0.5184,1197.62,bad
727.0,education,765,0.1622,0.9462,0,0,4,8.8,51590.51,120,0.2142,920.73,good
1246.0,new car,428,0.6509,0.6221,3,2,4,2.7,19126.17,0,0.434,691.69,bad
2331.0,radio/tv,844,0.0094,1.0,0,0,4,9.6,48028.38,138,0.0834,333.65,good
4463.0,radio/tv,709,0.2437,0.8664,1,0,4,3.9,52654.59,15,0.1792,786.34,bad
776.0,radio/tv,772,0.0911,0.9305,0,0,4,4.5,44742.34,24,0.2662,992.41,good
2406.0,furniture/equipment,481,0.5786,0.653,2,2,5,6.9,31126.88,32,0.4643,1204.28,bad
1239.0,education,713,0.2449,0.8367,0,2,6,5.7,41815.33,7,0.2748,957.72,good
3399.0,radio/tv,791,0.0821,0.9049,0,0,3,6.7,67744.77,119,0.1142,644.62,good
2247.0,new car,591,0.4479,0.7841,0,2,6,2.9,46102.44,9,0.3402,1307.01,good
1766.0,furniture/equipment,764,0.0902,0.9115,0,0,3,4.2,31080.41,25,0.1607,416.19,good
2473.0,furniture/equipment,637,0.4399,0.7032,2,0,3,1.5,12000.0,0,0.365,365.04,bad
1542.0,business,829,0.1245,0.9562,0,0,4,9.4,34743.81,57,0.1103,319.36,good
3850.0,used car,810,0.1284,0.9652,0,0,9,3.6,45421.9,58,0.0979,370.67,good
3650.0,furniture/equipment,504,0.5691,0.6377,2,1,4,6.7,35488.5,0,0.4353,1287.24,good
3446.0,furniture/equipment,461,0.6431,0.6677,2,2,4,2.8,27024.2,122,0.4094,922.0,bad
3001.0,furniture/equipment,670,0.2819,0.8164,2,0,3,9.0,49165.79,53,0.2827,1158.37,good
3079.0,new car,743,0.319,0.9204,0,0,3,7.5,45853.96,28,0.1404,536.55,good
6070.0,radio/tv,794,0.1099,0.9492,1,0,6,5.3,39462.83,126,0.1286,423.0,good
2146.0,furniture/equipment,801,0.1042,0.9727,0,0,7,6.8,39836.93,0,0.1836,609.53,good
13756.0,new car,684,0.2973,0.8093,0,3,4,7.5,74671.84,128,0.2264,1408.54,good
14782.0,other,323,0.8456,0.4187,3,3,4,4.9,58626.61,100,0.5681,2775.58,bad
7685.0,business,465,0.6196,0.6281,5,0,3,8.2,34185.42,57,0.4736,1349.32,bad
2320.0,radio/tv,754,0.0773,0.902,1,0,6,7.9,47826.91,0,0.2034,810.71,good
846.0,radio/tv,825,0.1074,0.9789,0,0,2,8.7,42314.99,128,0.1745,615.32,good
14318.0,new car,367,0.7977,0.4827,1,5,6,1.9,70537.7,112,0.5872,3451.75,bad
362.0,new car,803,0.124,0.8983,0,0,5,7.3,27647.46,16,0.1448,333.52,good
2212.0,furniture/equipment,812,0.1107,0.9272,0,0,3,11.2,37838.7,55,0.1993,628.56,good
12976.0,used car,511,0.5178,0.7056,0,1,5,6.9,66151.71,0,0.4899,2700.71,bad
1283.0,new car,765,0.2235,0.8986,0,0,3,7.8,36657.78,57,0.2489,760.43,good
1330.0,new car,667,0.3824,0.8223,1,3,3,1.7,31423.1,1,0.338,885.19,good
4272.0,business,766,0.233,0.8973,2,3,6,4.8,16556.66,22,0.0733,101.19,good
2238.0,radio/tv,805,0.1401,0.8733,0,0,6,0.5,31920.23,36,0.1382,367.56,good
1126.0,radio/tv,829,0.1374,0.9229,1,0,2,5.8,25980.82,0,0.2034,440.35,good
7374.0,furniture/equipment,571,0.594,0.7278,1,1,5,6.2,70818.61,0,0.3672,2166.89,good
2326.0,business,757,0.2543,0.9348,2,0,2,7.7,32562.97,17,0.2304,625.29,good
1449.0,business,747,0.1143,0.8779,0,0,8,3.2,34319.28,73,0.1686,482.12,good
1820.0,new car,761,0.1182,0.9135,1,0,8,3.2,97246.36,21,0.2383,1931.22,good
983.0,furniture/equipment,761,0.1488,0.9175,2,1,3,12.3,20063.78,5,0.1573,262.97,good
3249.0,new car,446,0.7032,0.6531,4,2,2,7.4,69470.09,42,0.4858,2812.35,good
1957.0,radio/tv,792,0.1817,0.8755,0,0,4,7.8,29583.27,65,0.1042,256.76,good
2406.0,furniture/equipment,811,0.0304,1.0,0,0,3,7.0,66435.23,0,0.1207,668.34,good
11760.0,education,477,0.5795,0.6202,1,3,8,6.7,33645.49,47,0.5651,1584.36,good
2578.0,furniture/equipment,584,0.4324,0.6727,2,4,4,6.3,74464.49,1,0.4263,2645.54,good
2348.0,furniture/equipment,669,0.4095,0.7885,0,1,4,4.6,36179.28,27,0.2948,888.72,good
1223.0,new car,587,0.4761,0.7481,0,1,5,0.5,50328.65,124,0.3985,1671.15,bad
1516.0,radio/tv,821,0.1555,0.9711,1,0,5,2.0,25533.67,28,0.1152,245.21,good
1473.0,radio/tv,781,0.1327,0.9903,0,0,4,10.7,49060.43,6,0.1729,706.74,good
1887.0,business,695,0.3287,0.8421,2,0,6,7.2,33241.79,27,0.2352,651.54,good
8648.0,business,705,0.3021,0.7807,0,0,6,2.8,31257.01,1,0.3276,853.29,bad
802.0,new car,726,0.1712,0.8919,2,2,6,2.4,20741.59,31,0.2608,450.82,good
2899.0,new car,694,0.3932,0.8393,2,0,2,9.0,35138.3,123,0.2671,782.25,good
2039.0,radio/tv,686,0.2636,0.8114,0,1,2,1.8,27952.22,8,0.2984,695.03,bad
2197.0,used car,816,0.0835,0.9573,0,0,6,8.7,54384.62,60,0.098,444.32,good
1053.0,radio/tv,682,0.2674,0.8956,0,2,3,1.5,45535.19,6,0.2419,917.96,good
3235.0,radio/tv,789,0.1254,0.9074,1,0,4,5.1,69561.06,125,0.2101,1217.69,good
939.0,new car,782,0.1229,0.9221,0,1,7,3.4,39540.28,74,0.1705,561.9,bad
1967.0,radio/tv,598,0.4125,0.7845,1,2,5,8.1,35800.42,115,0.4046,1207.12,good
7253.0,used car,812,0.0678,0.9301,0,0,4,2.8,81149.92,69,0.0482,325.63,good
2292.0,business,796,0.1224,0.8833,0,0,7,4.9,87786.91,0,0.171,1250.63,bad
1597.0,new car,802,0.1808,0.884,0,0,2,3.2,27262.0,27,0.1673,379.98,good
1381.0,new car,518,0.4997,0.6261,3,1,4,4.7,41687.24,19,0.4535,1575.58,bad
5842.0,used car,792,0.1477,0.948,0,0,6,3.6,34808.02,144,0.176,510.61,good
2579.0,new car,525,0.562,0.5823,2,4,2,1.6,17916.36,0,0.4958,740.29,bad
8471.0,education,510,0.5564,0.6966,2,0,5,3.6,29621.2,8,0.4004,988.33,good
2782.0,new car,760,0.2148,0.9289,0,0,5,6.0,90173.98,68,0.206,1547.84,good
1042.0,new car,598,0.4248,0.6977,3,0,5,2.9,36018.7,20,0.361,1083.44,bad
3186.0,new car,797,0.1871,0.9348,0,0,2,6.8,12000.0,69,0.2723,272.28,good
2028.0,used car,829,0.0107,0.9779,1,0,3,4.6,44410.65,25,0.0878,325.02,good
958.0,new car,739,0.2268,0.9704,0,1,8,7.0,26121.85,62,0.2098,456.61,good
1591.0,furniture/equipment,774,0.1269,0.9538,1,0,6,6.8,76108.38,60,0.1332,844.61,good
2762.0,furniture/equipment,753,0.2202,0.8961,1,1,4,3.2,49389.87,125,0.1932,795.33,bad
2779.0,used car,718,0.3054,0.8257,0,0,3,5.6,33970.84,37,0.1826,516.8,good
2743.0,radio/tv,795,0.1422,0.931,0,1,5,4.1,33824.18,131,0.2645,745.42,good
1149.0,radio/tv,850,0.0528,0.9763,0,0,7,6.5,45252.55,38,0.146,550.4,good
1313.0,furniture/equipment,823,0.1186,0.978,0,0,5,7.1,23714.4,131,0.152,300.42,good
1190.0,repairs,620,0.3398,0.7274,0,0,8,8.8,23997.94,0,0.3642,728.37,bad
3448.0,business,842,0.0156,0.9181,0,0,2,9.1,43183.98,75,0.1621,583.19,good
11328.0,other,458,0.5904,0.5972,3,0,5,4.8,54163.26,28,0.4869,2197.64,bad
1872.0,furniture/equipment,659,0.3643,0.8408,0,1,7,8.0,87030.34,0,0.3013,2185.1,good
2058.0,repairs,732,0.2001,0.8441,0,1,5,5.5,47615.87,26,0.1588,630.28,good
2136.0,furniture/equipment,656,0.3492,0.7786,0,0,3,4.0,32452.56,11,0.3366,910.29,good
1484.0,radio/tv,808,0.1266,0.9256,0,0,2,0.7,50716.97,32,0.2097,886.49,bad
660.0,repairs,819,0.1056,0.9713,0,0,3,8.2,14368.2,66,0.1871,224.06,good
1287.0,new car,804,0.1728,0.9646,0,0,5,8.9,45255.54,124,0.075,282.96,good
3394.0,repairs,530,0.4783,0.7074,2,2,6,8.9,27414.92,0,0.3412,779.49,good
609.0,business,659,0.294,0.8023,3,3,3,0.6,12604.03,0,0.3601,378.2,bad
1884.0,new car,726,0.2181,0.9407,2,0,3,9.7,71800.15,123,0.1876,1122.33,good
1620.0,furniture/equipment,590,0.4549,0.7437,0,3,2,6.2,33298.32,25,0.4366,1211.38,good
2629.0,other,727,0.2911,0.8714,1,0,5,5.9,35679.12,22,0.3442,1023.31,good
719.0,education,668,0.3311,0.802,1,1,2,8.6,23501.34,129,0.3596,704.21,bad
5096.0,furniture/equipment,642,0.3938,0.7839,0,1,4,4.4,66852.61,28,0.3226,1797.03,bad
1244.0,education,792,0.1301,0.9376,0,0,5,7.1,28106.18,131,0.1851,433.59,good
1842.0,new car,401,0.757,0.4928,3,0,2,10.2,17448.17,0,0.4891,711.1,bad
2576.0,radio/tv,764,0.1426,0.9352,0,0,7,6.5,50662.97,22,0.1757,741.65,good
1424.0,furniture/equipment,811,0.1397,0.9998,0,0,2,10.2,86751.59,128,0.1509,1090.66,good
1512.0,repairs,689,0.2419,0.8008,0,0,4,6.7,35119.75,29,0.2349,687.59,bad
11054.0,used car,811,0.091,0.9608,0,1,2,3.1,59581.92,31,0.1253,622.31,good
518.0,radio/tv,825,0.1587,0.8921,1,1,4,1.7,42949.55,15,0.1745,624.58,good
2759.0,furniture/equipment,774,0.1499,0.9036,1,0,7,8.2,45384.87,118,0.2284,863.76,good
2670.0,used car,819,0.1669,0.9303,1,0,3,8.3,71054.27,128,0.1539,911.38,good
4817.0,new car,573,0.5833,0.73,2,1,2,4.5,40343.92,53,0.3604,1211.76,bad
2679.0,used car,727,0.3196,0.8478,1,0,2,1.0,60511.86,0,0.2003,1009.9,good
3905.0,new car,602,0.4589,0.6987,3,0,6,1.9,30751.11,8,0.3544,908.06,good
3386.0,used car,742,0.1128,0.8707,1,0,4,8.6,34078.02,119,0.2433,690.79,bad
343.0,domestic appliance,530,0.5732,0.7245,2,0,3,1.9,39645.56,0,0.4279,1413.68,good
4594.0,radio/tv,798,0.1328,0.9096,0,0,5,5.6,36636.95,1,0.1789,546.08,good
3620.0,furniture/equipment,685,0.317,0.8111,1,1,2,6.0,47158.97,31,0.2737,1075.58,good
1721.0,new car,593,0.4635,0.6997,2,1,3,3.5,42709.1,0,0.3453,1229.0,good
3017.0,furniture/equipment,553,0.5308,0.7158,3,3,3,0.5,57310.05,0,0.2968,1417.33,good
754.0,retraining,779,0.0781,0.9871,0,2,6,10.4,47155.63,135,0.2463,967.85,good
1950.0,business,714,0.2488,0.972,0,0,6,0.9,41932.35,42,0.1878,656.15,good
2924.0,used car,690,0.1662,0.8794,0,3,3,7.9,57218.98,14,0.2474,1179.87,good
1659.0,radio/tv,497,0.6054,0.6438,2,3,4,0.6,21606.85,0,0.4338,781.12,bad
7238.0,radio/tv,700,0.3686,0.8045,1,0,6,6.8,34243.42,137,0.2518,718.66,good
2764.0,business,733,0.2238,0.9047,0,0,5,3.7,37845.2,33,0.2188,690.15,good
4679.0,used car,819,0.0947,0.957,0,0,5,7.9,23635.1,61,0.2106,414.77,good
3092.0,radio/tv,611,0.3982,0.7696,1,0,5,3.3,38006.7,0,0.4301,1362.32,bad
448.0,education,440,0.6224,0.5582,2,0,2,7.2,35843.17,0,0.4677,1397.0,bad
654.0,new car,524,0.5524,0.6128,3,4,3,5.3,12685.47,26,0.4412,466.45,bad
1238.0,retraining,807,0.0722,0.9408,0,0,5,8.9,91202.11,0,0.1364,1036.66,good
1245.0,radio/tv,736,0.2186,0.8405,1,3,5,3.8,43127.97,38,0.2237,803.98,bad
3114.0,furniture/equipment,495,0.5817,0.5875,5,4,3,6.4,19099.16,0,0.494,786.32,bad
2569.0,used car,748,0.2207,0.8856,2,1,5,9.3,38224.84,31,0.1887,601.18,good
5152.0,radio/tv,618,0.4511,0.7609,2,0,2,4.6,46242.56,55,0.4045,1558.69,good
1037.0,business,790,0.2371,0.9205,1,0,2,11.1,23425.39,65,0.1482,289.34,good
1478.0,furniture/equipment,692,0.3056,0.7952,1,1,6,10.6,53442.97,114,0.2573,1145.8,good
3573.0,radio/tv,760,0.1089,0.9099,0,1,3,0.5,14855.56,33,0.2049,253.61,good
1201.0,new car,503,0.523,0.6286,5,6,3,2.5,30389.27,0,0.4338,1098.52,good
3622.0,furniture/equipment,607,0.4282,0.7451,4,0,5,7.7,45079.27,134,0.2542,954.82,good
960.0,furniture/equipment,829,0.1591,0.9902,0,0,4,4.5,49358.27,65,0.145,596.44,good
1163.0,new car,818,0.1111,1.0,0,0,3,8.3,49110.48,29,0.2105,861.62,good
1209.0,new car,652,0.3104,0.8167,1,2,5,11.0,93348.78,0,0.2964,2305.97,bad
3077.0,radio/tv,821,0.026,0.9272,0,0,2,8.0,48634.85,27,0.1492,604.66,good
3757.0,new car,591,0.4489,0.8008,2,3,4,5.2,48372.25,129,0.3372,1359.38,good
1418.0,new car,822,0.1898,0.9919,0,0,3,3.6,23996.08,24,0.2349,469.63,good
3518.0,new car,786,0.1884,0.8991,1,1,5,7.2,45540.37,32,0.1543,585.42,good
1934.0,radio/tv,813,0.1433,0.977,0,0,6,6.1,30445.6,142,0.1946,493.7,good
8318.0,business,416,0.6361,0.5797,2,3,8,6.3,61806.67,110,0.4676,2408.28,bad
1237.0,radio/tv,825,0.0801,0.9573,0,0,7,2.8,47753.6,21,0.1608,639.73,good
368.0,radio/tv,776,0.2233,0.9033,0,0,2,8.4,47405.64,115,0.1258,497.02,good
2122.0,new car,683,0.235,0.7996,0,0,7,3.0,24017.81,28,0.2615,523.37,good
2996.0,furniture/equipment,704,0.2918,0.8498,1,2,4,8.2,38081.74,12,0.3181,1009.38,bad
9034.0,furniture/equipment,377,0.7054,0.5471,4,0,4,0.5,53544.32,0,0.5692,2540.01,bad
1585.0,furniture/equipment,838,0.1164,0.9298,0,0,4,5.7,47361.86,62,0.1646,649.82,good
1301.0,radio/tv,728,0.217,0.8819,1,1,3,3.2,17949.46,123,0.167,249.74,good
1323.0,new car,746,0.1653,0.891,0,2,5,9.9,36205.49,126,0.1804,544.31,good
3123.0,new car,389,0.8768,0.5752,4,0,8,0.5,27539.22,0,0.5114,1173.53,bad
5493.0,used car,617,0.3382,0.7677,2,1,3,9.7,39096.68,125,0.4206,1370.39,good
1126.0,radio/tv,764,0.0983,0.9151,0,0,5,6.9,58441.69,122,0.1949,949.27,good
1216.0,radio/tv,571,0.504,0.7058,0,0,6,6.2,30924.24,0,0.3643,938.86,bad
1207.0,new car,355,0.8548,0.4981,1,1,2,7.5,25410.69,0,0.5241,1109.76,bad
1309.0,new car,778,0.1016,0.9508,0,0,6,7.0,25294.54,23,0.1829,385.63,bad
2360.0,used car,850,0.0776,0.981,0,0,4,3.4,47941.31,29,0.1499,598.84,good
6850.0,new car,554,0.5891,0.6534,5,1,3,1.1,71250.11,4,0.3922,2328.75,bad
1413.0,radio/tv,720,0.3059,0.8269,2,1,4,3.3,31081.34,11,0.2275,589.29,good
8588.0,used car,771,0.1968,0.9066,0,0,4,6.4,77205.42,133,0.1166,749.91,good
759.0,new car,589,0.4454,0.7506,0,1,6,3.6,31739.6,57,0.3959,1047.23,bad
4686.0,used car,773,0.1166,0.9376,0,0,7,5.6,53471.17,8,0.1737,773.78,good
2687.0,business,762,0.189,0.905,0,1,2,8.8,35311.67,74,0.1327,390.55,good
585.0,radio/tv,532,0.5536,0.6562,1,0,7,8.6,41869.42,17,0.4911,1713.39,good
2255.0,new car,741,0.1337,0.9088,0,0,2,1.8,41529.17,15,0.1748,604.85,good
609.0,new car,756,0.1727,0.9106,0,0,7,5.9,41700.27,53,0.1923,668.27,good
1361.0,new car,808,0.147,0.9194,0,1,4,8.7,24939.57,0,0.131,272.3,good
7127.0,furniture/equipment,676,0.2937,0.7887,1,1,5,6.5,28417.84,0,0.3196,756.78,bad
1203.0,new car,664,0.3241,0.8062,2,2,3,4.4,56612.96,112,0.3261,1538.49,good
700.0,radio/tv,809,0.0823,0.9545,0,0,5,10.0,43861.47,124,0.1236,451.62,good
5507.0,repairs,718,0.2251,0.8646,1,0,7,7.6,43910.28,127,0.2035,744.53,good
3190.0,radio/tv,587,0.4349,0.7315,0,2,4,5.4,39401.02,26,0.2707,888.9,bad
7119.0,furniture/equipment,341,0.8173,0.4843,2,2,6,4.7,53325.83,18,0.6039,2683.64,bad
3488.0,used car,813,0.1091,0.915,0,1,6,8.1,30702.24,56,0.2069,529.36,good
1113.0,radio/tv,691,0.2704,0.8485,1,1,4,7.6,14802.12,24,0.2292,282.74,good
7966.0,used car,649,0.3293,0.7572,1,1,4,5.1,35652.03,0,0.2577,765.56,good
1532.0,education,749,0.199,0.8916,0,0,4,6.3,48006.14,22,0.1805,722.22,good
1503.0,radio/tv,847,0.1552,1.0,0,0,4,1.9,32242.54,66,0.129,346.59,good
2302.0,radio/tv,376,0.759,0.496,2,1,2,8.8,27756.12,12,0.5493,1270.47,bad
662.0,new car,637,0.4354,0.7782,0,1,2,8.7,17500.64,18,0.3591,523.67,good
2273.0,education,506,0.5927,0.6648,3,4,7,1.9,19997.88,57,0.4958,826.32,good
2631.0,new car,521,0.5871,0.6836,0,3,5,8.1,32743.79,8,0.39,1064.07,bad
1503.0,used car,765,0.1546,0.9237,0,0,4,10.1,36958.04,33,0.1932,594.94,good
1311.0,radio/tv,818,0.1604,0.935,1,0,3,7.8,40479.28,52,0.1534,517.6,good
3105.0,radio/tv,774,0.1525,0.8834,0,1,7,3.6,33287.04,0,0.19,527.1,good
2319.0,education,604,0.3917,0.7636,1,1,2,4.9,39949.9,0,0.3416,1137.22,bad
1374.0,new car,703,0.2887,0.8565,2,1,3,7.2,90094.04,8,0.2343,1759.41,good
3612.0,furniture/equipment,738,0.2563,0.871,1,1,4,9.0,42738.74,116,0.245,872.59,good
7763.0,new car,349,0.8146,0.4608,4,2,5,6.7,49904.3,115,0.6311,2624.63,bad
3049.0,furniture/equipment,659,0.2587,0.8044,0,2,3,0.5,28512.53,6,0.2568,610.23,good
1534.0,radio/tv,698,0.2776,0.8283,0,0,4,1.0,27979.57,1,0.2954,688.71,bad
2032.0,new car,714,0.1691,0.8206,1,0,7,8.9,49774.07,121,0.1969,816.7,good
6350.0,furniture/equipment,592,0.3903,0.7507,1,1,5,7.5,47415.76,119,0.315,1244.71,bad
2864.0,furniture/equipment,769,0.0953,0.9016,1,1,6,1.6,22663.07,24,0.1733,327.29,bad
1255.0,new car,834,0.0831,0.9838,1,0,4,9.3,35259.0,126,0.1291,379.46,good
1333.0,new car,495,0.6176,0.644,5,3,6,0.6,41268.91,0,0.5446,1873.05,bad
2022.0,new car,770,0.312,0.9131,0,0,4,8.0,40625.28,26,0.1942,657.4,good
1552.0,radio/tv,767,0.1573,0.8898,0,0,2,2.2,29436.2,57,0.1988,487.65,good
626.0,radio/tv,419,0.6739,0.6212,1,2,4,5.2,18723.42,19,0.4934,769.9,bad
8858.0,used car,850,0.0769,0.9868,0,0,7,1.9,52058.84,79,0.1889,819.55,good
996.0,repairs,799,0.0475,0.9291,0,0,5,6.5,46773.58,62,0.1205,469.86,good
1750.0,radio/tv,789,0.1624,0.9609,1,0,6,7.8,25815.38,126,0.2051,441.19,good
6999.0,radio/tv,726,0.2548,0.847,0,0,6,0.5,34463.5,58,0.2537,728.59,bad
1995.0,new car,662,0.2451,0.764,0,1,7,0.5,35957.9,0,0.2372,710.82,good
1199.0,education,658,0.2694,0.8151,0,1,6,8.1,102149.27,46,0.2665,2268.73,good
